((13, 40, 27), 8)
((15, 31, 19), 8)
((17, 32, 18), 8)
((50, 49, 43), 8)
((38, 36, 25), 8)
((51, 67, 26), 8)
((14, 41, 27), 8)
((49, 67, 25), 8)
((49, 64, 23), 8)
((8, 45, 34), 8)
((26, 34, 15), 8)
((51, 51, 45), 8)
((14, 42, 28), 8)
((17, 38, 23), 8)
((56, 53, 50), 8)
((57, 72, 34), 8)
((41, 56, 12), 8)
((46, 72, 28), 8)
((58, 61, 29), 8)
((22, 37, 16), 8)
((20, 27, 13), 8)
((31, 35, 20), 8)
((43, 61, 16), 8)
((46, 62, 19), 8)
((48, 60, 19), 8)
((41, 64, 19), 8)
((17, 33, 19), 8)
((0, 35, 34), 8)
((69, 66, 41), 8)
((12, 34, 23), 8)
((38, 54, 8), 8)
((41, 54, 11), 8)
((65, 64, 64), 8)
((45, 67, 23), 8)
((21, 28, 13), 8)
((43, 42, 33), 8)
((0, 38, 34), 8)
((22, 36, 20), 8)
((59, 74, 37), 8)
((3, 37, 32), 8)
((56, 71, 33), 8)
((47, 67, 23), 8)
((8, 41, 31), 8)
((44, 74, 29), 8)
((38, 47, 34), 8)
((50, 62, 22), 8)
((41, 40, 30), 8)
((41, 65, 20), 8)
((40, 25, 20), 8)
((52, 50, 45), 8)
((64, 62, 62), 8)
((26, 24, 9), 8)
((41, 70, 25), 8)
((14, 36, 22), 8)
((47, 62, 20), 8)
((64, 65, 64), 8)
((51, 62, 23), 8)
((37, 37, 25), 8)
((21, 36, 20), 8)
((44, 41, 33), 8)
((41, 33, 26), 8)
((58, 57, 54), 8)
((16, 31, 18), 8)
((25, 20, 4), 8)
((70, 69, 71), 8)
((53, 73, 64), 8)
((8, 36, 28), 8)
((28, 28, 13), 8)
((45, 66, 22), 8)
((9, 35, 26), 8)
((48, 64, 22), 8)
((22, 35, 19), 8)
((4, 38, 32), 8)
((35, 36, 23), 8)
((47, 45, 38), 8)
((45, 59, 16), 8)
((43, 45, 35), 8)
((40, 67, 22), 8)
((12, 36, 25), 8)
((43, 67, 22), 8)
((48, 47, 40), 8)
((9, 36, 27), 8)
((38, 37, 26), 8)
((19, 35, 20), 8)
((40, 41, 30), 8)
((27, 28, 12), 8)
((14, 38, 25), 8)
((37, 34, 23), 8)
((36, 27, 19), 8)
((40, 38, 28), 8)
((62, 57, 57), 8)
((40, 70, 25), 8)
((68, 66, 40), 8)
((62, 60, 59), 8)
((3, 49, 40), 8)
((21, 29, 13), 8)
((27, 29, 13), 8)
((39, 39, 28), 8)
((27, 33, 16), 8)
((57, 70, 33), 8)
((0, 49, 42), 8)
((49, 46, 40), 8)
((55, 54, 50), 8)
((1, 38, 33), 8)
((46, 46, 38), 8)
((40, 27, 18), 8)
((38, 26, 19), 8)
((22, 29, 13), 8)
((29, 27, 13), 8)
((5, 37, 31), 8)
((4, 38, 30), 8)
((39, 61, 16), 8)
((7, 40, 31), 8)
((12, 41, 28), 8)
((45, 43, 35), 8)
((44, 56, 14), 8)
((19, 35, 19), 8)
((34, 30, 18), 8)
((48, 63, 21), 8)
((40, 68, 23), 8)
((19, 36, 21), 8)
((34, 40, 26), 8)
((59, 68, 33), 8)
((52, 64, 25), 8)
((51, 60, 22), 8)
((29, 33, 17), 8)
((48, 37, 34), 8)
((35, 29, 19), 8)
((58, 54, 52), 8)
((53, 52, 47), 8)
((3, 38, 33), 8)
((25, 33, 17), 8)
((1, 16, 45), 8)
((60, 73, 37), 8)
((2, 35, 33), 8)
((0, 37, 35), 8)
((53, 74, 33), 8)
((46, 57, 16), 8)
((45, 68, 24), 8)
((42, 73, 28), 8)
((31, 36, 21), 8)
((55, 72, 33), 8)
((11, 41, 29), 8)
((37, 38, 26), 8)
((65, 61, 62), 8)
((10, 37, 27), 8)
((47, 64, 21), 8)
((3, 40, 34), 8)
((50, 65, 24), 8)
((43, 72, 27), 8)
((40, 24, 21), 8)
((26, 34, 17), 8)
((56, 56, 52), 8)
((20, 34, 18), 8)
((43, 55, 13), 8)
((42, 56, 12), 8)
((42, 72, 27), 8)
((30, 34, 19), 8)
((47, 65, 22), 8)
((57, 55, 52), 8)
((18, 36, 19), 8)
((4, 47, 38), 8)
((42, 60, 15), 8)
((54, 55, 50), 8)
((49, 66, 24), 8)
((1, 44, 38), 8)
((38, 33, 23), 8)
((0, 53, 45), 8)
((55, 57, 52), 8)
((22, 36, 16), 8)
((59, 53, 52), 8)
((18, 31, 17), 8)
((52, 66, 26), 8)
((23, 23, 6), 8)
((29, 30, 15), 8)
((40, 63, 18), 8)
((21, 26, 11), 8)
((11, 47, 34), 8)
((31, 34, 19), 8)
((52, 71, 30), 8)
((46, 67, 23), 8)
((42, 67, 22), 8)
((42, 70, 25), 8)
((32, 28, 16), 8)
((41, 74, 29), 8)
((27, 35, 19), 7)
((39, 73, 28), 7)
((56, 59, 54), 7)
((14, 45, 31), 7)
((59, 72, 35), 7)
((48, 67, 56), 7)
((38, 7, 38), 7)
((52, 53, 47), 7)
((25, 35, 18), 7)
((58, 68, 32), 7)
((34, 52, 4), 7)
((25, 27, 10), 7)
((64, 70, 38), 7)
((43, 61, 17), 7)
((3, 15, 45), 7)
((7, 54, 42), 7)
((21, 37, 21), 7)
((22, 24, 9), 7)
((12, 39, 27), 7)
((1, 71, 60), 7)
((62, 67, 64), 7)
((10, 45, 22), 7)
((5, 63, 51), 7)
((2, 38, 34), 7)
((71, 68, 71), 7)
((33, 45, 30), 7)
((46, 68, 56), 7)
((51, 59, 22), 7)
((39, 52, 39), 7)
((23, 33, 17), 7)
((46, 34, 31), 7)
((5, 38, 29), 7)
((36, 29, 20), 7)
((38, 63, 18), 7)
((45, 64, 20), 7)
((66, 68, 39), 7)
((54, 51, 47), 7)
((44, 63, 51), 7)
((40, 3, 42), 7)
((4, 14, 45), 7)
((38, 66, 21), 7)
((9, 39, 25), 7)
((51, 72, 30), 7)
((42, 69, 24), 7)
((39, 8, 37), 7)
((12, 54, 40), 7)
((39, 31, 23), 7)
((53, 62, 25), 7)
((37, 55, 41), 7)
((3, 12, 47), 7)
((17, 37, 21), 7)
((47, 53, 44), 7)
((47, 68, 24), 7)
((43, 38, 30), 7)
((39, 35, 25), 7)
((21, 32, 16), 7)
((30, 33, 16), 7)
((61, 67, 34), 7)
((56, 64, 28), 7)
((49, 39, 36), 7)
((52, 40, 39), 7)
((57, 69, 32), 7)
((61, 48, 51), 7)
((40, 8, 37), 7)
((63, 71, 38), 7)
((39, 44, 32), 7)
((36, 48, 34), 7)
((6, 51, 40), 7)
((39, 28, 17), 7)
((35, 53, 5), 7)
((60, 52, 52), 7)
((54, 62, 26), 7)
((31, 40, 25), 7)
((44, 55, 14), 7)
((44, 71, 26), 7)
((40, 30, 15), 7)
((46, 56, 46), 7)
((61, 42, 48), 7)
((42, 74, 29), 7)
((62, 71, 37), 7)
((46, 63, 20), 7)
((54, 52, 48), 7)
((62, 62, 33), 7)
((37, 29, 16), 7)
((14, 40, 26), 7)
((42, 1, 44), 7)
((14, 0, 51), 7)
((41, 18, 27), 7)
((63, 66, 64), 7)
((40, 17, 28), 7)
((37, 26, 20), 7)
((47, 15, 31), 7)
((50, 70, 60), 7)
((38, 10, 35), 7)
((13, 39, 26), 7)
((41, 9, 36), 7)
((48, 57, 18), 7)
((36, 34, 22), 7)
((37, 4, 41), 7)
((65, 71, 69), 7)
((38, 60, 46), 7)
((12, 30, 28), 7)
((11, 60, 46), 7)
((10, 51, 38), 7)
((36, 45, 31), 7)
((12, 39, 22), 7)
((45, 56, 15), 7)
((39, 33, 24), 7)
((54, 65, 27), 7)
((45, 53, 43), 7)
((37, 43, 30), 7)
((39, 11, 34), 7)
((40, 13, 32), 7)
((37, 1, 44), 7)
((66, 74, 42), 7)
((46, 62, 51), 7)
((10, 45, 33), 7)
((7, 44, 34), 7)
((21, 37, 16), 7)
((9, 56, 43), 7)
((71, 69, 72), 7)
((41, 14, 31), 7)
((22, 33, 17), 7)
((5, 38, 31), 7)
((45, 47, 38), 7)
((7, 41, 31), 7)
((28, 35, 19), 7)
((4, 64, 52), 7)
((41, 41, 31), 7)
((18, 38, 21), 7)
((63, 47, 52), 7)
((39, 63, 18), 7)
((36, 27, 18), 7)
((47, 55, 17), 7)
((39, 15, 30), 7)
((49, 12, 34), 7)
((35, 30, 19), 7)
((11, 34, 24), 7)
((30, 26, 13), 7)
((41, 56, 43), 7)
((3, 22, 40), 7)
((42, 31, 26), 7)
((8, 39, 26), 7)
((13, 37, 22), 7)
((38, 8, 37), 7)
((35, 41, 27), 7)
((36, 6, 39), 7)
((50, 57, 20), 7)
((46, 71, 27), 7)
((46, 16, 30), 7)
((49, 71, 60), 7)
((40, 15, 30), 7)
((22, 30, 14), 7)
((68, 46, 56), 7)
((11, 62, 48), 7)
((54, 44, 43), 7)
((60, 48, 50), 7)
((40, 31, 14), 7)
((39, 51, 38), 7)
((34, 53, 4), 7)
((62, 65, 34), 7)
((9, 40, 29), 7)
((48, 50, 42), 7)
((39, 21, 24), 7)
((27, 34, 16), 7)
((62, 73, 69), 7)
((39, 72, 27), 7)
((4, 52, 42), 7)
((57, 74, 67), 7)
((71, 62, 67), 7)
((38, 17, 28), 7)
((43, 52, 41), 7)
((48, 73, 30), 7)
((49, 41, 37), 7)
((40, 18, 27), 7)
((41, 6, 39), 7)
((52, 72, 30), 7)
((40, 0, 45), 7)
((38, 62, 48), 7)
((64, 65, 36), 7)
((43, 59, 47), 7)
((10, 22, 35), 7)
((0, 72, 61), 7)
((60, 46, 49), 7)
((6, 38, 30), 7)
((38, 71, 26), 7)
((48, 70, 27), 7)
((4, 50, 40), 7)
((2, 40, 35), 7)
((66, 65, 38), 7)
((53, 63, 25), 7)
((41, 24, 21), 7)
((26, 33, 17), 7)
((3, 68, 56), 7)
((70, 66, 42), 7)
((3, 45, 37), 7)
((12, 23, 33), 7)
((66, 70, 69), 7)
((60, 55, 54), 7)
((2, 66, 55), 7)
((60, 69, 34), 7)
((62, 64, 34), 7)
((13, 48, 34), 7)
((67, 50, 57), 7)
((31, 38, 23), 7)
((32, 37, 22), 7)
((10, 52, 39), 7)
((51, 48, 43), 7)
((17, 45, 30), 7)
((47, 69, 25), 7)
((44, 72, 27), 7)
((42, 49, 38), 7)
((61, 72, 37), 7)
((39, 14, 31), 7)
((41, 4, 41), 7)
((59, 67, 62), 7)
((50, 63, 54), 7)
((9, 43, 32), 7)
((5, 44, 27), 7)
((51, 44, 40), 7)
((53, 38, 39), 7)
((68, 54, 60), 7)
((51, 54, 47), 7)
((39, 30, 15), 7)
((50, 43, 39), 7)
((15, 27, 28), 7)
((54, 72, 32), 7)
((49, 49, 42), 7)
((45, 50, 40), 7)
((4, 63, 51), 7)
((64, 51, 55), 7)
((39, 52, 7), 7)
((12, 50, 36), 7)
((45, 36, 31), 7)
((60, 64, 32), 7)
((39, 1, 44), 7)
((4, 21, 40), 7)
((31, 39, 24), 7)
((37, 11, 34), 7)
((32, 36, 21), 7)
((22, 36, 17), 7)
((42, 5, 40), 7)
((32, 43, 28), 7)
((50, 68, 26), 7)
((40, 19, 26), 7)
((56, 45, 45), 7)
((40, 48, 36), 7)
((44, 63, 18), 7)
((39, 70, 25), 7)
((8, 17, 40), 7)
((2, 41, 35), 7)
((42, 9, 36), 7)
((40, 12, 33), 7)
((38, 65, 20), 7)
((63, 61, 34), 7)
((59, 63, 59), 7)
((9, 73, 59), 7)
((69, 70, 71), 7)
((38, 22, 23), 7)
((38, 50, 5), 7)
((38, 61, 16), 7)
((3, 43, 36), 7)
((30, 32, 15), 7)
((16, 37, 21), 7)
((37, 41, 28), 7)
((51, 61, 22), 7)
((47, 59, 49), 7)
((57, 58, 54), 7)
((53, 59, 52), 7)
((2, 46, 38), 7)
((71, 64, 42), 7)
((26, 23, 6), 7)
((39, 32, 24), 7)
((16, 41, 26), 7)
((42, 36, 28), 7)
((1, 56, 47), 7)
((39, 12, 33), 7)
((41, 11, 34), 7)
((36, 38, 25), 7)
((38, 11, 34), 7)
((2, 13, 47), 7)
((52, 70, 29), 7)
((20, 36, 20), 7)
((61, 74, 38), 7)
((17, 28, 16), 7)
((41, 16, 29), 7)
((53, 73, 32), 7)
((44, 36, 30), 7)
((44, 57, 14), 7)
((53, 44, 42), 7)
((63, 45, 51), 7)
((8, 38, 28), 7)
((1, 50, 42), 7)
((39, 42, 30), 7)
((38, 14, 31), 7)
((15, 38, 24), 7)
((8, 51, 39), 7)
((51, 74, 64), 7)
((15, 35, 21), 7)
((38, 48, 35), 7)
((38, 30, 15), 7)
((11, 24, 33), 7)
((1, 17, 45), 7)
((11, 38, 26), 7)
((41, 68, 23), 7)
((62, 73, 38), 7)
((39, 0, 45), 7)
((21, 38, 22), 7)
((39, 7, 38), 7)
((39, 74, 29), 7)
((39, 16, 29), 7)
((27, 26, 10), 7)
((71, 65, 69), 7)
((36, 36, 24), 7)
((50, 69, 27), 7)
((48, 69, 26), 7)
((47, 39, 34), 7)
((52, 65, 26), 7)
((15, 29, 18), 7)
((39, 62, 17), 7)
((40, 7, 38), 7)
((1, 41, 36), 7)
((46, 65, 21), 7)
((39, 45, 33), 7)
((37, 10, 35), 7)
((39, 36, 9), 7)
((40, 52, 39), 7)
((19, 35, 18), 7)
((5, 60, 48), 7)
((33, 33, 19), 7)
((54, 46, 44), 7)
((52, 69, 28), 7)
((40, 45, 33), 7)
((12, 42, 29), 7)
((57, 52, 50), 7)
((37, 17, 28), 7)
((29, 35, 13), 7)
((36, 2, 43), 7)
((70, 64, 41), 7)
((33, 50, 35), 7)
((43, 64, 19), 7)
((53, 42, 41), 7)
((49, 72, 61), 7)
((40, 46, 34), 7)
((38, 72, 27), 7)
((62, 47, 51), 7)
((37, 8, 37), 7)
((41, 5, 40), 7)
((46, 55, 16), 7)
((66, 67, 67), 7)
((32, 39, 24), 7)
((9, 37, 26), 7)
((0, 60, 51), 7)
((26, 36, 17), 7)
((37, 72, 27), 7)
((41, 20, 25), 7)
((56, 72, 33), 7)
((62, 72, 38), 7)
((41, 10, 35), 7)
((49, 71, 28), 7)
((38, 15, 30), 7)
((40, 9, 36), 7)
((37, 5, 40), 7)
((7, 48, 37), 7)
((4, 41, 34), 7)
((8, 42, 31), 7)
((5, 45, 36), 7)
((38, 31, 14), 7)
((9, 52, 39), 7)
((10, 43, 31), 7)
((38, 1, 44), 7)
((11, 43, 30), 7)
((1, 62, 52), 7)
((42, 4, 41), 7)
((61, 64, 33), 7)
((40, 31, 24), 7)
((58, 70, 33), 7)
((40, 2, 43), 7)
((52, 61, 23), 7)
((37, 28, 17), 7)
((56, 63, 28), 7)
((56, 71, 64), 7)
((46, 58, 17), 7)
((38, 4, 41), 7)
((41, 17, 28), 7)
((32, 38, 23), 7)
((58, 71, 65), 7)
((41, 3, 42), 7)
((17, 29, 16), 7)
((40, 53, 40), 7)
((59, 64, 31), 7)
((6, 19, 40), 7)
((38, 62, 17), 7)
((50, 59, 21), 7)
((9, 48, 36), 7)
((37, 32, 13), 7)
((2, 39, 34), 7)
((67, 65, 66), 7)
((68, 65, 67), 7)
((64, 49, 54), 7)
((54, 67, 28), 7)
((16, 37, 22), 7)
((42, 61, 48), 7)
((48, 61, 51), 7)
((7, 18, 40), 7)
((55, 73, 33), 7)
((42, 24, 21), 7)
((67, 46, 55), 7)
((11, 48, 35), 7)
((65, 72, 40), 7)
((38, 74, 29), 7)
((69, 56, 62), 7)
((45, 46, 37), 7)
((71, 49, 60), 7)
((59, 50, 50), 7)
((63, 59, 59), 7)
((55, 71, 32), 7)
((39, 71, 26), 7)
((42, 33, 27), 7)
((47, 66, 55), 7)
((59, 56, 54), 7)
((36, 4, 41), 7)
((52, 63, 55), 7)
((2, 16, 45), 7)
((36, 28, 19), 7)
((29, 32, 17), 7)
((2, 53, 44), 7)
((57, 39, 43), 7)
((57, 71, 33), 7)
((48, 68, 25), 7)
((66, 74, 72), 7)
((37, 71, 26), 7)
((61, 66, 34), 7)
((10, 66, 52), 7)
((43, 51, 40), 7)
((17, 34, 20), 7)
((35, 45, 31), 7)
((44, 65, 21), 7)
((45, 63, 51), 7)
((7, 25, 35), 7)
((47, 69, 26), 7)
((18, 28, 15), 7)
((5, 19, 40), 7)
((23, 22, 6), 7)
((17, 41, 26), 7)
((18, 34, 19), 7)
((1, 37, 33), 7)
((38, 6, 39), 7)
((6, 46, 25), 7)
((36, 8, 37), 7)
((30, 35, 20), 7)
((41, 0, 45), 7)
((55, 68, 61), 7)
((39, 69, 24), 7)
((53, 66, 27), 7)
((9, 25, 33), 7)
((25, 27, 9), 7)
((10, 38, 27), 7)
((29, 35, 19), 7)
((58, 47, 48), 7)
((38, 34, 24), 7)
